timestamp,event,user,ip
2025-10-16 14:30:52,admin,user017,192.168.1.127
2025-10-16 14:31:04,upload,user119,192.168.0.136
2025-10-16 14:31:40,upload,user088,10.0.0.207
2025-10-16 14:31:41,file_access,user091,10.0.0.239
2025-10-16 14:31:43,logout,user100,192.168.1.145
2025-10-16 14:31:56,login,user069,192.168.0.233
2025-10-16 14:32:10,logout,user046,172.16.0.51
2025-10-16 14:32:34,password_change,user042,10.0.0.41
2025-10-16 14:32:52,logout,user109,192.168.1.43
2025-10-16 14:33:28,view,user034,192.168.1.243
2025-10-16 14:33:45,password_change,user043,192.168.1.43
2025-10-16 14:33:54,admin,user013,192.168.0.34
2025-10-16 14:33:58,logout,user091,192.168.1.159
2025-10-16 14:34:07,file_access,user141,192.168.0.71
2025-10-16 14:34:25,view,user071,172.16.0.16
2025-10-16 14:34:41,logout,user016,192.168.0.148
2025-10-16 14:34:43,logout,user042,192.168.0.5
2025-10-16 14:34:46,login,user075,192.168.1.10
2025-10-16 14:34:53,login,user023,192.168.0.214
2025-10-16 14:34:56,file_access,user017,192.168.0.217
2025-10-16 14:34:58,login,rosa,172.16.0.128
2025-10-16 14:35:43,file_access,user055,192.168.1.78
2025-10-16 14:35:50,logout,user118,192.168.0.183
2025-10-16 14:36:10,login,user011,192.168.0.102
2025-10-16 14:36:38,login,user103,10.0.0.157
2025-10-16 14:36:53,logout,user024,192.168.0.21
2025-10-16 14:37:16,upload,user019,192.168.0.235
2025-10-16 14:37:19,login,user014,192.168.0.78
2025-10-16 14:37:24,login,user043,10.0.0.48
2025-10-16 14:38:06,login,sophia,10.0.0.105
2025-10-16 14:39:11,download,user098,172.16.0.234
2025-10-16 14:39:25,login,user147,192.168.1.231
2025-10-16 14:39:44,upload,user060,192.168.0.39
2025-10-16 14:40:01,logout,user080,192.168.0.4
2025-10-16 14:40:01,login,user067,10.0.0.39
2025-10-16 14:40:04,login,user011,192.168.1.125
2025-10-16 14:40:11,logout,user086,192.168.1.65
2025-10-16 14:40:30,logout,user008,192.168.1.85
2025-10-16 14:40:31,login,user127,172.16.0.72
2025-10-16 14:40:33,login,user015,192.168.0.206
2025-10-16 14:40:37,upload,user001,192.168.1.212
2025-10-16 14:40:59,logout,user071,192.168.0.116
2025-10-16 14:41:02,login,user147,192.168.1.8
2025-10-16 14:41:14,login,user002,192.168.1.130
2025-10-16 14:41:42,login,user115,192.168.1.102
2025-10-16 14:41:48,login,user057,192.168.0.156
2025-10-16 14:42:06,download,jenny,192.168.0.199
2025-10-16 14:42:34,download,user039,192.168.0.57
2025-10-16 14:42:35,login,user111,192.168.0.25
2025-10-16 14:43:16,logout,user100,192.168.0.95
2025-10-16 14:43:33,password_change,tim,192.168.0.6
2025-10-16 14:43:52,login,user026,192.168.1.1
2025-10-16 14:43:55,download,user051,172.16.0.74
2025-10-16 14:44:06,password_change,user140,172.16.0.221
2025-10-16 14:44:11,logout,user141,10.0.0.145
2025-10-16 14:44:36,file_access,bob,192.168.1.22
2025-10-16 14:44:39,upload,user052,192.168.0.81
2025-10-16 14:45:12,login,user020,192.168.0.2
2025-10-16 14:45:54,error,user129,10.0.0.207
2025-10-16 14:46:06,view,user138,172.16.0.92
2025-10-16 14:46:18,file_access,user146,192.168.1.160
2025-10-16 14:48:03,login,user077,10.0.0.155
2025-10-16 14:48:15,login,user060,10.0.0.160
2025-10-16 14:48:44,download,user059,192.168.1.230
2025-10-16 14:49:22,logout,user073,192.168.0.219
2025-10-16 14:49:29,logout,user078,192.168.1.191
2025-10-16 14:49:57,login,user039,192.168.0.191
2025-10-16 14:50:27,login,user086,192.168.1.233
2025-10-16 14:50:27,admin,user069,192.168.0.200
2025-10-16 14:50:29,login,user110,192.168.1.149
2025-10-16 14:50:32,admin,user121,192.168.0.102
2025-10-16 14:50:38,login,user074,192.168.0.148
2025-10-16 14:50:41,password_change,user003,10.0.0.127
2025-10-16 14:50:45,login,user010,192.168.1.33
2025-10-16 14:50:54,logout,user074,192.168.1.87
2025-10-16 14:51:19,password_change,user070,10.0.0.238
2025-10-16 14:51:21,login,user055,192.168.1.164
2025-10-16 14:51:31,login,user014,172.16.0.123
2025-10-16 14:51:53,upload,user126,192.168.1.74
2025-10-16 14:51:56,password_change,user121,10.0.0.234
2025-10-16 14:51:59,logout,user144,192.168.1.195
2025-10-16 14:51:59,upload,user067,10.0.0.204
2025-10-16 14:52:02,download,user028,10.0.0.26
2025-10-16 14:52:03,login,user080,172.16.0.173
2025-10-16 14:52:03,logout,user134,192.168.0.96
2025-10-16 14:52:06,upload,user012,192.168.0.39
2025-10-16 14:52:34,logout,user042,192.168.1.142
2025-10-16 14:52:36,download,user075,192.168.1.56
2025-10-16 14:52:44,view,user045,172.16.0.194
2025-10-16 14:52:51,login,user133,172.16.0.226
2025-10-16 14:52:54,login,user137,192.168.1.40
2025-10-16 14:53:16,download,user011,192.168.0.141
2025-10-16 14:53:23,error,user021,192.168.1.174
2025-10-16 14:53:48,logout,user069,10.0.0.79
2025-10-16 14:54:24,file_access,alice,10.0.0.22
2025-10-16 14:54:28,upload,cao,192.168.1.142
2025-10-16 14:54:28,login,user018,172.16.0.161
2025-10-16 14:54:38,download,user085,192.168.0.71
2025-10-16 14:54:56,download,user005,172.16.0.106
2025-10-16 14:56:29,download,user071,192.168.0.45
2025-10-16 14:56:48,login,user099,192.168.0.46
2025-10-16 14:56:56,logout,user002,192.168.0.101
2025-10-16 14:57:06,download,user114,192.168.1.221
2025-10-16 14:57:28,logout,user023,192.168.0.3
2025-10-16 14:57:33,error,user131,10.0.0.185
2025-10-16 14:57:55,logout,user038,192.168.1.243
2025-10-16 14:58:17,login,user138,192.168.1.17
2025-10-16 14:58:42,login,user049,10.0.0.166
2025-10-16 14:59:20,logout,user023,10.0.0.41
2025-10-16 14:59:44,logout,user128,192.168.0.63
2025-10-16 14:59:52,logout,user113,192.168.1.122
2025-10-16 14:59:56,login,user047,172.16.0.222
2025-10-16 15:00:01,logout,user034,10.0.0.86
2025-10-16 15:00:30,file_access,user031,10.0.0.173
2025-10-16 15:00:47,logout,user025,172.16.0.239
2025-10-16 15:01:30,logout,user059,192.168.1.83
2025-10-16 15:01:32,logout,user089,192.168.0.168
2025-10-16 15:01:51,upload,user023,192.168.0.253
2025-10-16 15:01:52,file_access,user032,192.168.1.60
2025-10-16 15:02:39,upload,user037,192.168.1.80
2025-10-16 15:03:11,login,user016,192.168.1.17
2025-10-16 15:03:56,logout,user082,192.168.1.3
2025-10-16 15:05:01,view,user083,192.168.0.49
2025-10-16 15:05:06,password_change,user102,192.168.0.187
2025-10-16 15:05:22,download,user012,192.168.1.126
2025-10-16 15:05:28,login,user091,192.168.0.131
2025-10-16 15:05:40,logout,user008,192.168.1.75
2025-10-16 15:05:52,download,user040,172.16.0.142
2025-10-16 15:05:55,upload,user081,192.168.0.201
2025-10-16 15:05:56,login,user119,192.168.1.187
2025-10-16 15:06:39,file_access,user081,192.168.0.209
2025-10-16 15:07:35,login,user061,192.168.1.236
2025-10-16 15:07:48,login,user100,192.168.1.200
2025-10-16 15:08:10,view,user107,192.168.0.27
2025-10-16 15:08:14,upload,user102,192.168.0.250
2025-10-16 15:08:53,login,user001,192.168.0.214
2025-10-16 15:08:55,logout,user043,172.16.0.121
2025-10-16 15:09:27,download,user040,10.0.0.221
2025-10-16 15:09:42,logout,user089,192.168.0.86
2025-10-16 15:09:48,download,user001,192.168.1.71
2025-10-16 15:09:57,login,user140,10.0.0.101
2025-10-16 15:10:01,login,user130,192.168.0.105
2025-10-16 15:10:26,file_access,user113,192.168.0.185
2025-10-16 15:10:31,logout,user091,192.168.0.158
2025-10-16 15:10:54,login,user059,192.168.0.76
2025-10-16 15:11:05,file_access,user037,192.168.0.150
2025-10-16 15:11:11,admin,user133,192.168.1.237
2025-10-16 15:11:13,login,user120,192.168.0.113
2025-10-16 15:11:29,login,user144,10.0.0.53
2025-10-16 15:11:32,login,user117,192.168.0.132
2025-10-16 15:11:53,admin,user139,10.0.0.38
2025-10-16 15:12:34,login,user112,192.168.1.70
2025-10-16 15:13:06,view,user115,192.168.1.66
2025-10-16 15:13:20,view,user123,192.168.1.202
2025-10-16 15:13:22,login,user046,192.168.1.215
2025-10-16 15:13:30,upload,user078,172.16.0.113
2025-10-16 15:13:50,download,user026,192.168.0.36
2025-10-16 15:14:06,logout,user017,172.16.0.185
2025-10-16 15:14:33,download,user084,10.0.0.147
2025-10-16 15:14:44,login,user129,192.168.1.140
2025-10-16 15:14:45,view,user145,192.168.1.30
2025-10-16 15:15:01,admin,user028,192.168.1.32
2025-10-16 15:15:34,view,user002,192.168.1.158
2025-10-16 15:15:56,login,user090,192.168.0.180
2025-10-16 15:16:07,logout,user083,10.0.0.227
2025-10-16 15:16:13,login,user081,192.168.0.240
2025-10-16 15:16:15,logout,user036,192.168.0.173
2025-10-16 15:16:25,download,user056,192.168.0.184
2025-10-16 15:16:58,login,user062,192.168.0.2
2025-10-16 15:17:03,download,user136,10.0.0.107
2025-10-16 15:17:24,password_change,user098,192.168.1.237
2025-10-16 15:17:42,error,user142,10.0.0.98
2025-10-16 15:18:13,login,user048,192.168.0.243
2025-10-16 15:18:20,logout,user107,192.168.1.112
2025-10-16 15:18:28,login,user068,192.168.0.80
2025-10-16 15:18:46,logout,user095,10.0.0.100
2025-10-16 15:19:15,logout,user098,192.168.1.245
2025-10-16 15:19:20,login,user122,192.168.1.176
2025-10-16 15:19:41,upload,user110,10.0.0.154
2025-10-16 15:19:48,file_access,user084,192.168.0.160
2025-10-16 15:19:49,login,user131,192.168.1.196
2025-10-16 15:19:58,logout,user130,10.0.0.140
2025-10-16 15:20:26,logout,user118,192.168.0.137
2025-10-16 15:20:36,login,user005,192.168.0.220
2025-10-16 15:20:47,upload,user110,172.16.0.38
2025-10-16 15:21:05,login,jenny,192.168.0.133
2025-10-16 15:21:11,download,user033,172.16.0.121
2025-10-16 15:21:17,admin,user052,192.168.0.204
2025-10-16 15:21:20,login,user119,192.168.0.213
2025-10-16 15:21:23,login,user146,192.168.0.107
2025-10-16 15:22:21,upload,user071,172.16.0.221
2025-10-16 15:23:15,view,user088,192.168.1.203
2025-10-16 15:23:23,login,user066,10.0.0.148
2025-10-16 15:23:54,logout,user082,192.168.0.214
2025-10-16 15:23:54,file_access,user035,172.16.0.82
2025-10-16 15:24:00,password_change,user139,192.168.1.200
2025-10-16 15:24:12,login,user078,192.168.0.249
2025-10-16 15:24:23,login,user106,192.168.0.91
2025-10-16 15:24:39,download,user104,192.168.1.45
2025-10-16 15:25:05,login,user013,172.16.0.201
2025-10-16 15:25:22,login,user066,192.168.0.101
2025-10-16 15:25:33,view,user011,192.168.1.85
2025-10-16 15:25:58,download,user052,192.168.1.210
2025-10-16 15:26:40,login,user144,192.168.1.224
2025-10-16 15:26:42,login,user080,10.0.0.195
2025-10-16 15:26:45,error,user066,172.16.0.229
2025-10-16 15:26:46,logout,user120,192.168.1.214
2025-10-16 15:26:50,login,user119,10.0.0.37
2025-10-16 15:27:05,login,user138,192.168.1.190
2025-10-16 15:27:20,login,user032,192.168.0.252
2025-10-16 15:27:25,login,user124,192.168.0.223
2025-10-16 15:27:35,login,user060,10.0.0.252
2025-10-16 15:27:42,login,user054,192.168.0.228
2025-10-16 15:27:46,login,user112,10.0.0.89
2025-10-16 15:27:54,login,user071,192.168.0.89
2025-10-16 15:28:03,download,cao,192.168.0.132
2025-10-16 15:28:39,logout,user039,192.168.1.148
2025-10-16 15:29:48,upload,user044,10.0.0.104
2025-10-16 15:30:10,upload,user105,192.168.0.2
2025-10-16 15:30:39,logout,user074,192.168.1.131
2025-10-16 15:30:39,login,user010,192.168.1.71
2025-10-16 15:30:54,login,user039,10.0.0.231
2025-10-16 15:31:00,login,user031,172.16.0.182
2025-10-16 15:31:06,view,user149,192.168.0.132
2025-10-16 15:31:10,download,user137,10.0.0.157
2025-10-16 15:31:45,logout,user143,192.168.0.80
2025-10-16 15:31:56,login,user112,192.168.0.53
2025-10-16 15:32:09,download,user011,192.168.0.192
2025-10-16 15:32:17,login,user005,192.168.0.206
2025-10-16 15:32:36,logout,user071,192.168.0.126
2025-10-16 15:32:41,download,user141,192.168.1.15
2025-10-16 15:33:33,logout,user026,192.168.0.172
2025-10-16 15:34:04,logout,user068,10.0.0.180
2025-10-16 15:34:06,login,user114,192.168.1.61
2025-10-16 15:34:41,logout,user108,10.0.0.132
2025-10-16 15:35:07,download,user144,192.168.0.162
2025-10-16 15:35:14,login,user014,10.0.0.185
2025-10-16 15:36:05,logout,user050,192.168.0.208
2025-10-16 15:36:25,view,user079,192.168.1.245
2025-10-16 15:36:32,login,user150,10.0.0.204
2025-10-16 15:36:36,logout,user026,10.0.0.59
2025-10-16 15:37:03,login,user034,10.0.0.209
2025-10-16 15:37:31,logout,user099,192.168.1.207
2025-10-16 15:37:40,download,user018,192.168.0.186
2025-10-16 15:37:40,login,user001,10.0.0.47
2025-10-16 15:37:49,login,user126,192.168.1.11
2025-10-16 15:37:50,view,charlie,192.168.0.105
2025-10-16 15:38:14,login,user079,192.168.0.42
2025-10-16 15:38:42,upload,user052,192.168.1.40
2025-10-16 15:38:43,login,user078,10.0.0.120
2025-10-16 15:39:15,logout,user137,172.16.0.24
2025-10-16 15:39:41,login,user100,192.168.1.130
2025-10-16 15:39:42,file_access,user086,192.168.1.54
2025-10-16 15:40:41,download,user073,192.168.0.241
2025-10-16 15:40:58,logout,user061,172.16.0.54
2025-10-16 15:41:12,view,user024,192.168.0.55
2025-10-16 15:41:13,login,user142,192.168.0.33
2025-10-16 15:41:43,download,user062,10.0.0.151
2025-10-16 15:41:52,upload,cao,192.168.1.18
2025-10-16 15:41:56,login,user082,192.168.0.51
2025-10-16 15:42:18,login,user006,192.168.0.180
2025-10-16 15:42:20,file_access,user056,192.168.0.73
2025-10-16 15:42:48,logout,user043,192.168.1.210
2025-10-16 15:42:55,logout,user077,192.168.0.159
2025-10-16 15:43:14,download,user101,10.0.0.182
2025-10-16 15:43:29,login,user079,192.168.0.188
2025-10-16 15:43:49,login,user035,10.0.0.79
2025-10-16 15:43:52,view,user131,192.168.1.44
2025-10-16 15:43:55,login,user131,172.16.0.21
2025-10-16 15:44:20,logout,user023,10.0.0.64
2025-10-16 15:44:53,login,user037,192.168.1.225
2025-10-16 15:44:57,view,user137,192.168.0.207
2025-10-16 15:44:59,upload,user141,10.0.0.218
2025-10-16 15:45:24,password_change,user143,192.168.1.122
2025-10-16 15:45:28,login,user080,10.0.0.63
2025-10-16 15:45:33,upload,user005,172.16.0.76
2025-10-16 15:45:34,login,user048,192.168.0.244
2025-10-16 15:46:03,view,user103,192.168.1.214
2025-10-16 15:46:16,view,user116,192.168.0.78
2025-10-16 15:46:59,view,alice,192.168.0.62
2025-10-16 15:47:09,logout,user097,192.168.0.160
2025-10-16 15:47:22,file_access,user113,192.168.1.141
2025-10-16 15:47:27,login,user134,172.16.0.184
2025-10-16 15:47:30,file_access,user001,192.168.0.240
2025-10-16 15:47:34,view,user081,10.0.0.181
2025-10-16 15:47:37,download,user031,192.168.0.109
2025-10-16 15:47:56,view,user056,192.168.0.174
2025-10-16 15:47:59,logout,user018,192.168.0.26
2025-10-16 15:48:51,logout,user016,192.168.1.148
2025-10-16 15:49:03,logout,jenny,192.168.0.32
2025-10-16 15:49:10,login,user100,192.168.0.58
2025-10-16 15:49:24,logout,user065,192.168.0.111
2025-10-16 15:50:10,download,user061,192.168.0.134
2025-10-16 15:50:12,login,user052,192.168.1.96
2025-10-16 15:50:20,download,user106,192.168.0.92
2025-10-16 15:50:32,upload,user091,192.168.1.10
2025-10-16 15:50:35,file_access,user107,192.168.1.178
2025-10-16 15:50:44,login,user114,192.168.1.71
2025-10-16 15:51:09,password_change,user104,10.0.0.67
2025-10-16 15:51:16,login,user015,192.168.0.34
2025-10-16 15:51:59,login,user137,192.168.0.70
2025-10-16 15:52:22,login,user060,192.168.0.184
2025-10-16 15:52:34,file_access,user132,192.168.0.167
2025-10-16 15:52:35,login,user041,192.168.0.23
2025-10-16 15:52:40,download,user098,192.168.1.153
2025-10-16 15:53:20,logout,user059,192.168.1.99
2025-10-16 15:53:26,login,user085,192.168.0.181
2025-10-16 15:54:21,download,user087,192.168.1.164
2025-10-16 15:54:44,logout,user006,192.168.0.186
2025-10-16 15:55:08,view,user110,192.168.0.196
2025-10-16 15:55:13,password_change,jenny,10.0.0.12
2025-10-16 15:55:46,logout,user057,10.0.0.97
2025-10-16 15:55:47,logout,jenny,192.168.0.112
2025-10-16 15:56:08,view,user085,192.168.0.247
2025-10-16 15:56:31,login,user147,192.168.0.103
2025-10-16 15:56:38,download,user128,192.168.0.72
2025-10-16 15:57:02,upload,user090,192.168.1.213
2025-10-16 15:57:05,file_access,user096,192.168.0.61
2025-10-16 15:57:09,error,user075,192.168.0.205
2025-10-16 15:57:11,download,user093,192.168.0.164
2025-10-16 15:57:11,logout,user136,10.0.0.77
2025-10-16 15:57:28,logout,user078,192.168.1.19
2025-10-16 15:57:32,logout,user060,192.168.0.65
2025-10-16 15:57:38,login,user110,192.168.1.26
2025-10-16 15:57:56,view,user028,192.168.0.116
2025-10-16 15:58:11,admin,user019,192.168.1.34
2025-10-16 15:58:11,login,user042,10.0.0.83
2025-10-16 15:58:31,login,user111,192.168.0.115
2025-10-16 15:58:52,error,user117,192.168.1.127
2025-10-16 15:59:13,file_access,user032,192.168.1.94
2025-10-16 15:59:14,login,user012,10.0.0.154
2025-10-16 16:00:05,login,user001,10.0.0.98
2025-10-16 16:00:16,login,cao,192.168.1.128
2025-10-16 16:00:19,logout,user130,10.0.0.24
2025-10-16 16:00:43,upload,user144,172.16.0.144
2025-10-16 16:01:12,upload,user108,10.0.0.160
2025-10-16 16:01:34,login,user076,192.168.1.102
2025-10-16 16:01:37,view,user014,172.16.0.40
2025-10-16 16:01:46,download,user142,192.168.1.71
2025-10-16 16:01:49,admin,user102,192.168.0.102
2025-10-16 16:02:22,login,user092,192.168.0.189
2025-10-16 16:02:24,login,user146,192.168.0.23
2025-10-16 16:02:31,login,user074,192.168.1.85
2025-10-16 16:02:59,login,user103,10.0.0.143
2025-10-16 16:03:47,logout,user011,192.168.0.181
2025-10-16 16:05:20,logout,user032,192.168.1.223
2025-10-16 16:05:28,login,user024,10.0.0.61
2025-10-16 16:05:31,login,user105,172.16.0.28
2025-10-16 16:05:43,download,user127,10.0.0.162
2025-10-16 16:05:52,file_access,user127,10.0.0.225
2025-10-16 16:06:02,login,user117,192.168.1.113
2025-10-16 16:06:41,logout,user101,192.168.0.215
2025-10-16 16:07:34,login,tim,192.168.1.61
2025-10-16 16:07:39,login,user102,192.168.0.232
2025-10-16 16:07:39,file_access,user109,10.0.0.251
2025-10-16 16:07:44,login,user060,172.16.0.171
2025-10-16 16:07:45,logout,user106,192.168.0.88
2025-10-16 16:08:14,logout,user083,192.168.0.235
2025-10-16 16:08:22,logout,user084,192.168.1.196
2025-10-16 16:08:34,download,user085,192.168.0.15
2025-10-16 16:08:38,logout,user148,192.168.1.203
2025-10-16 16:10:17,download,user079,192.168.0.62
2025-10-16 16:10:41,login,alice,192.168.0.155
2025-10-16 16:10:45,login,user003,192.168.0.39
2025-10-16 16:10:59,upload,user021,10.0.0.138
2025-10-16 16:11:19,login,user088,172.16.0.62
2025-10-16 16:12:23,admin,user115,10.0.0.115
2025-10-16 16:12:27,login,user067,192.168.1.177
2025-10-16 16:12:30,login,user059,192.168.0.219
2025-10-16 16:13:01,logout,user135,10.0.0.186
2025-10-16 16:13:18,logout,user063,10.0.0.57
2025-10-16 16:13:18,login,user141,192.168.1.128
2025-10-16 16:13:48,download,user073,192.168.0.80
2025-10-16 16:14:02,upload,user034,10.0.0.155
2025-10-16 16:14:40,download,user131,10.0.0.253
2025-10-16 16:14:49,logout,user123,172.16.0.62
2025-10-16 16:14:57,logout,user095,192.168.0.177
2025-10-16 16:15:19,upload,bob,10.0.0.244
2025-10-16 16:15:30,logout,user146,172.16.0.37
2025-10-16 16:15:35,password_change,user031,10.0.0.13
2025-10-16 16:15:59,download,user066,10.0.0.178
2025-10-16 16:16:46,login,user034,10.0.0.200
2025-10-16 16:17:12,logout,user052,192.168.1.253
2025-10-16 16:17:57,file_access,user074,192.168.0.68
2025-10-16 16:18:23,login,rosa,192.168.0.62
2025-10-16 16:18:38,download,user078,192.168.1.251
2025-10-16 16:18:49,login,user019,192.168.0.17
2025-10-16 16:19:22,download,user037,192.168.1.45
2025-10-16 16:19:25,password_change,tim,192.168.1.219
2025-10-16 16:19:35,logout,rosa,172.16.0.134
2025-10-16 16:19:51,download,user023,192.168.1.42
2025-10-16 16:20:20,password_change,user053,172.16.0.59
2025-10-16 16:20:28,view,user041,192.168.1.115
2025-10-16 16:20:30,logout,user099,192.168.0.168
2025-10-16 16:20:49,login,user062,192.168.1.198
2025-10-16 16:20:50,download,user137,192.168.0.55
2025-10-16 16:21:37,logout,user031,192.168.1.71
2025-10-16 16:21:39,view,user109,172.16.0.34
2025-10-16 16:21:41,view,user087,10.0.0.145
2025-10-16 16:23:02,upload,user136,192.168.1.176
2025-10-16 16:23:38,logout,user017,192.168.1.31
2025-10-16 16:23:43,password_change,user064,192.168.0.49
2025-10-16 16:23:46,download,user096,10.0.0.117
2025-10-16 16:23:56,logout,user082,10.0.0.156
2025-10-16 16:24:19,error,user120,192.168.0.83
2025-10-16 16:24:19,login,user003,192.168.0.116
2025-10-16 16:25:09,view,user138,192.168.0.63
2025-10-16 16:25:18,view,user030,192.168.1.223
2025-10-16 16:25:27,file_access,user010,172.16.0.41
2025-10-16 16:25:35,login,user016,10.0.0.237
2025-10-16 16:25:49,admin,user022,192.168.0.117
2025-10-16 16:25:50,logout,user097,172.16.0.18
2025-10-16 16:25:55,logout,user032,192.168.0.84
2025-10-16 16:25:56,download,user059,192.168.0.192
2025-10-16 16:27:05,login,user023,192.168.0.211
2025-10-16 16:27:11,download,user023,10.0.0.141
2025-10-16 16:27:15,error,jenny,192.168.1.186
2025-10-16 16:27:28,login,user118,10.0.0.160
2025-10-16 16:27:49,download,user007,192.168.0.63
2025-10-16 16:28:40,upload,user051,10.0.0.55
2025-10-16 16:28:41,logout,user119,10.0.0.16
2025-10-16 16:30:04,login,user007,192.168.1.130
2025-10-16 16:30:21,login,user126,192.168.0.216
2025-10-16 16:30:24,error,user011,172.16.0.252
2025-10-16 16:30:54,logout,user050,192.168.1.229
2025-10-16 16:31:11,logout,user120,10.0.0.52
2025-10-16 16:31:13,login,user081,192.168.1.10
2025-10-16 16:31:46,upload,user014,192.168.1.188
2025-10-16 16:32:12,logout,user130,10.0.0.98
2025-10-16 16:32:46,download,user110,192.168.0.245
2025-10-16 16:32:58,logout,user061,192.168.0.128
2025-10-16 16:33:18,logout,user043,192.168.1.69
2025-10-16 16:33:21,upload,user090,192.168.1.193
2025-10-16 16:33:41,password_change,user126,192.168.0.157
2025-10-16 16:33:56,download,user040,10.0.0.128
2025-10-16 16:33:56,login,user010,172.16.0.99
2025-10-16 16:34:14,upload,user042,192.168.0.217
2025-10-16 16:34:18,download,user122,192.168.0.152
2025-10-16 16:34:56,view,user036,172.16.0.245
2025-10-16 16:34:57,download,user147,192.168.0.36
2025-10-16 16:36:03,logout,user086,192.168.0.36
2025-10-16 16:36:06,logout,user122,10.0.0.221
2025-10-16 16:36:08,login,user110,192.168.1.133
2025-10-16 16:36:15,logout,user091,172.16.0.228
2025-10-16 16:36:22,download,user107,172.16.0.27
2025-10-16 16:36:28,login,user066,192.168.0.40
2025-10-16 16:37:27,login,user114,192.168.1.168
2025-10-16 16:38:06,login,user039,192.168.0.225
2025-10-16 16:38:17,view,user104,10.0.0.44
2025-10-16 16:38:22,login,user133,192.168.1.41
2025-10-16 16:38:49,login,user125,192.168.0.230
2025-10-16 16:38:53,view,user122,192.168.1.65
2025-10-16 16:38:54,view,user109,192.168.0.48
2025-10-16 16:39:38,logout,user069,10.0.0.58
2025-10-16 16:39:42,logout,user077,192.168.0.238
2025-10-16 16:39:43,logout,user137,192.168.0.152
2025-10-16 16:40:03,login,user121,192.168.0.142
2025-10-16 16:40:03,file_access,user102,192.168.0.87
2025-10-16 16:40:08,upload,user026,192.168.1.78
2025-10-16 16:41:08,login,user128,10.0.0.144
2025-10-16 16:41:45,login,user073,10.0.0.147
2025-10-16 16:41:51,logout,user111,192.168.0.67
2025-10-16 16:41:54,view,user005,10.0.0.186
2025-10-16 16:42:11,download,user036,192.168.1.53
2025-10-16 16:42:31,file_access,user069,192.168.0.56
2025-10-16 16:42:47,upload,user132,192.168.0.102
2025-10-16 16:43:06,logout,user005,192.168.0.167
2025-10-16 16:43:33,download,user126,192.168.1.149
2025-10-16 16:43:33,download,user108,192.168.0.174
2025-10-16 16:43:39,download,user028,192.168.0.168
2025-10-16 16:43:41,view,user146,192.168.0.149
2025-10-16 16:43:44,download,user010,192.168.0.148
2025-10-16 16:44:03,download,user009,192.168.0.37
2025-10-16 16:44:15,password_change,user004,172.16.0.236
2025-10-16 16:44:42,view,user046,192.168.1.87
2025-10-16 16:45:27,logout,user046,192.168.0.142
2025-10-16 16:46:02,login,charlie,192.168.1.236
2025-10-16 16:46:38,login,user013,192.168.0.41
2025-10-16 16:46:51,download,user121,172.16.0.92
2025-10-16 16:47:05,logout,user035,172.16.0.54
2025-10-16 16:47:16,view,user005,192.168.0.187
2025-10-16 16:48:44,login,user101,10.0.0.61
2025-10-16 16:49:01,password_change,user132,172.16.0.31
2025-10-16 16:49:34,login,user058,10.0.0.133
2025-10-16 16:50:07,password_change,user046,10.0.0.170
2025-10-16 16:50:42,logout,user109,192.168.1.241
2025-10-16 16:50:55,login,user034,192.168.0.140
2025-10-16 16:51:16,logout,user074,192.168.1.232
2025-10-16 16:51:32,logout,user031,172.16.0.245
2025-10-16 16:51:37,download,user073,192.168.0.212
2025-10-16 16:51:38,download,rosa,192.168.0.200
2025-10-16 16:51:58,login,user068,192.168.0.95
2025-10-16 16:52:05,logout,user100,192.168.0.154
2025-10-16 16:52:12,login,user030,192.168.0.26
2025-10-16 16:52:40,upload,user035,192.168.1.233
2025-10-16 16:52:52,logout,user052,192.168.0.162
2025-10-16 16:53:00,login,user092,192.168.0.210
2025-10-16 16:53:01,download,user110,192.168.1.193
2025-10-16 16:53:04,upload,user028,192.168.1.47
2025-10-16 16:54:06,admin,user111,10.0.0.247
2025-10-16 16:54:49,login,user098,192.168.0.108
2025-10-16 16:55:18,login,user060,192.168.0.22
2025-10-16 16:55:34,login,user015,10.0.0.163
2025-10-16 16:56:07,logout,user099,192.168.0.92
2025-10-16 16:56:10,file_access,user055,192.168.0.48
2025-10-16 16:56:15,login,user001,10.0.0.67
2025-10-16 16:56:15,logout,user103,192.168.1.54
2025-10-16 16:56:22,download,user074,192.168.1.89
2025-10-16 16:56:56,logout,user012,192.168.0.189
2025-10-16 16:57:00,download,user126,192.168.1.96
2025-10-16 16:57:21,password_change,user015,192.168.0.78
2025-10-16 16:57:42,download,user026,10.0.0.157
2025-10-16 16:58:01,download,user042,192.168.0.25
2025-10-16 16:58:11,view,user027,192.168.0.92
2025-10-16 16:58:12,login,user061,10.0.0.225
2025-10-16 16:58:14,logout,user064,192.168.0.202
2025-10-16 16:58:16,login,user076,172.16.0.162
2025-10-16 16:58:31,logout,sophia,10.0.0.196
2025-10-16 16:59:13,file_access,sophia,192.168.0.20
2025-10-16 17:00:06,password_change,user052,192.168.1.46
2025-10-16 17:00:14,view,user004,192.168.1.52
2025-10-16 17:00:36,upload,user094,192.168.1.127
2025-10-16 17:00:56,login,user002,172.16.0.127
2025-10-16 17:01:13,password_change,user012,192.168.1.48
2025-10-16 17:01:25,login,user082,10.0.0.219
2025-10-16 17:01:46,login,user013,192.168.0.245
