timestamp_parsed,timestamp,event,user,ip,date,hour,minute,weekday,is_weekend,ip_clean,is_valid_ipv4,count_per_ip,unique_users_per_ip,events_per_ip_hour,secs_since_prev_event,secs_to_next_event,events_prev_10min,events_next_10min,is_peak_hour
2025-10-21 10:24:51+00:00,2025-10-21 10:24:51,file_access,user092,10.0.0.60,2025-10-21,10,24,1,0,10.0.0.60,1,16,15,3,20184.0,0.0,0,0,1
2025-10-15 13:25:12+00:00,2025-10-15 13:25:12,view,user009,10.0.0.61,2025-10-15,13,25,2,0,10.0.0.61,1,14,12,3,0.0,96016.0,0,0,1
2025-10-16 16:05:28+00:00,2025-10-16 16:05:28,login,user024,10.0.0.61,2025-10-16,16,5,3,0,10.0.0.61,1,14,12,2,96016.0,2596.0,0,0,0
2025-10-16 16:48:44+00:00,2025-10-16 16:48:44,login,user101,10.0.0.61,2025-10-16,16,48,3,0,10.0.0.61,1,14,12,2,2596.0,7764.0,0,0,0
2025-10-16 18:58:08+00:00,2025-10-16 18:58:08,logout,user023,10.0.0.61,2025-10-16,18,58,3,0,10.0.0.61,1,14,12,1,7764.0,56169.0,0,0,0
2025-10-17 10:34:17+00:00,2025-10-17 10:34:17,view,user076,10.0.0.61,2025-10-17,10,34,4,0,10.0.0.61,1,14,12,3,56169.0,173680.0,0,0,1
2025-10-19 10:48:57+00:00,2025-10-19 10:48:57,error,rosa,10.0.0.61,2025-10-19,10,48,6,1,10.0.0.61,1,14,12,3,173680.0,11776.0,0,0,1
2025-10-19 14:05:13+00:00,2025-10-19 14:05:13,upload,user136,10.0.0.61,2025-10-19,14,5,6,1,10.0.0.61,1,14,12,2,11776.0,72378.0,0,0,0
2025-10-20 10:11:31+00:00,2025-10-20 10:11:31,logout,user110,10.0.0.61,2025-10-20,10,11,0,0,10.0.0.61,1,14,12,3,72378.0,11541.0,0,0,1
2025-10-20 13:23:52+00:00,2025-10-20 13:23:52,login,user019,10.0.0.61,2025-10-20,13,23,0,0,10.0.0.61,1,14,12,3,11541.0,78991.0,0,0,1
2025-10-21 11:20:23+00:00,2025-10-21 11:20:23,view,user136,10.0.0.61,2025-10-21,11,20,1,0,10.0.0.61,1,14,12,1,78991.0,11000.0,0,0,0
2025-10-21 14:23:43+00:00,2025-10-21 14:23:43,logout,user137,10.0.0.61,2025-10-21,14,23,1,0,10.0.0.61,1,14,12,2,11000.0,26210.0,0,0,0
2025-10-21 21:40:33+00:00,2025-10-21 21:40:33,login,user114,10.0.0.61,2025-10-21,21,40,1,0,10.0.0.61,1,14,12,1,26210.0,58588.0,0,0,0
2025-10-22 13:57:01+00:00,2025-10-22 13:57:01,login,user009,10.0.0.61,2025-10-22,13,57,2,0,10.0.0.61,1,14,12,3,58588.0,18350.0,0,0,1
2025-10-22 19:02:51+00:00,2025-10-22 19:02:51,login,user092,10.0.0.61,2025-10-22,19,2,2,0,10.0.0.61,1,14,12,1,18350.0,0.0,0,0,0
2025-10-15 16:45:23+00:00,2025-10-15 16:45:23,view,user006,10.0.0.62,2025-10-15,16,45,2,0,10.0.0.62,1,14,13,3,0.0,138806.0,0,0,0
2025-10-17 07:18:49+00:00,2025-10-17 07:18:49,view,user104,10.0.0.62,2025-10-17,7,18,4,0,10.0.0.62,1,14,13,2,138806.0,9864.0,0,0,0
2025-10-17 10:03:13+00:00,2025-10-17 10:03:13,login,user042,10.0.0.62,2025-10-17,10,3,4,0,10.0.0.62,1,14,13,2,9864.0,98842.0,0,0,1
2025-10-18 13:30:35+00:00,2025-10-18 13:30:35,logout,user065,10.0.0.62,2025-10-18,13,30,5,1,10.0.0.62,1,14,13,2,98842.0,7451.0,0,0,1
2025-10-18 15:34:46+00:00,2025-10-18 15:34:46,logout,user050,10.0.0.62,2025-10-18,15,34,5,1,10.0.0.62,1,14,13,2,7451.0,90719.0,0,0,0
2025-10-19 16:46:45+00:00,2025-10-19 16:46:45,login,user024,10.0.0.62,2025-10-19,16,46,6,1,10.0.0.62,1,14,13,3,90719.0,83122.0,0,0,0
2025-10-20 15:52:07+00:00,2025-10-20 15:52:07,login,user134,10.0.0.62,2025-10-20,15,52,0,0,10.0.0.62,1,14,13,2,83122.0,6149.0,0,0,0
2025-10-20 17:34:36+00:00,2025-10-20 17:34:36,download,user048,10.0.0.62,2025-10-20,17,34,0,0,10.0.0.62,1,14,13,1,6149.0,62632.0,0,0,0
2025-10-21 10:58:28+00:00,2025-10-21 10:58:28,logout,user017,10.0.0.62,2025-10-21,10,58,1,0,10.0.0.62,1,14,13,2,62632.0,19557.0,0,0,1
2025-10-21 16:24:25+00:00,2025-10-21 16:24:25,download,user024,10.0.0.62,2025-10-21,16,24,1,0,10.0.0.62,1,14,13,3,19557.0,55249.0,0,0,0
2025-10-22 07:45:14+00:00,2025-10-22 07:45:14,view,user001,10.0.0.62,2025-10-22,7,45,2,0,10.0.0.62,1,14,13,2,55249.0,6789.0,0,0,0
2025-10-22 09:38:23+00:00,2025-10-22 09:38:23,login,cao,10.0.0.62,2025-10-22,9,38,2,0,10.0.0.62,1,14,13,1,6789.0,13064.0,0,0,1
2025-10-22 13:16:07+00:00,2025-10-22 13:16:07,logout,user087,10.0.0.62,2025-10-22,13,16,2,0,10.0.0.62,1,14,13,2,13064.0,6173.0,0,0,1
2025-10-22 14:59:00+00:00,2025-10-22 14:59:00,upload,user144,10.0.0.62,2025-10-22,14,59,2,0,10.0.0.62,1,14,13,1,6173.0,0.0,0,0,0
2025-10-15 13:58:22+00:00,2025-10-15 13:58:22,view,user064,10.0.0.63,2025-10-15,13,58,2,0,10.0.0.63,1,13,13,1,0.0,70805.0,0,0,1
2025-10-16 09:38:27+00:00,2025-10-16 09:38:27,logout,user138,10.0.0.63,2025-10-16,9,38,3,0,10.0.0.63,1,13,13,2,70805.0,2202.0,0,0,1
2025-10-16 10:15:09+00:00,2025-10-16 10:15:09,file_access,user045,10.0.0.63,2025-10-16,10,15,3,0,10.0.0.63,1,13,13,2,2202.0,7288.0,0,0,1
2025-10-16 12:16:37+00:00,2025-10-16 12:16:37,login,user016,10.0.0.63,2025-10-16,12,16,3,0,10.0.0.63,1,13,13,1,7288.0,12531.0,0,0,0
2025-10-16 15:45:28+00:00,2025-10-16 15:45:28,login,user080,10.0.0.63,2025-10-16,15,45,3,0,10.0.0.63,1,13,13,1,12531.0,24432.0,0,0,0
2025-10-16 22:32:40+00:00,2025-10-16 22:32:40,login,user109,10.0.0.63,2025-10-16,22,32,3,0,10.0.0.63,1,13,13,1,24432.0,47258.0,0,0,0
2025-10-17 11:40:18+00:00,2025-10-17 11:40:18,logout,user072,10.0.0.63,2025-10-17,11,40,4,0,10.0.0.63,1,13,13,2,47258.0,582.0,0,1,0
2025-10-17 11:50:00+00:00,2025-10-17 11:50:00,logout,user129,10.0.0.63,2025-10-17,11,50,4,0,10.0.0.63,1,13,13,2,582.0,78632.0,1,0,0
2025-10-18 09:40:32+00:00,2025-10-18 09:40:32,login,user131,10.0.0.63,2025-10-18,9,40,5,1,10.0.0.63,1,13,13,2,78632.0,104878.0,0,0,1
2025-10-19 14:48:30+00:00,2025-10-19 14:48:30,logout,user035,10.0.0.63,2025-10-19,14,48,6,1,10.0.0.63,1,13,13,2,104878.0,20705.0,0,0,0
2025-10-19 20:33:35+00:00,2025-10-19 20:33:35,login,user042,10.0.0.63,2025-10-19,20,33,6,1,10.0.0.63,1,13,13,1,20705.0,135859.0,0,0,0
2025-10-21 10:17:54+00:00,2025-10-21 10:17:54,login,user023,10.0.0.63,2025-10-21,10,17,1,0,10.0.0.63,1,13,13,2,135859.0,101401.0,0,0,1
2025-10-22 14:27:55+00:00,2025-10-22 14:27:55,upload,user100,10.0.0.63,2025-10-22,14,27,2,0,10.0.0.63,1,13,13,2,101401.0,0.0,0,0,0
2025-10-15 09:35:03+00:00,2025-10-15 09:35:03,logout,user099,10.0.0.64,2025-10-15,9,35,2,0,10.0.0.64,1,15,13,2,0.0,12740.0,0,0,1
2025-10-15 13:07:23+00:00,2025-10-15 13:07:23,logout,user049,10.0.0.64,2025-10-15,13,7,2,0,10.0.0.64,1,15,13,5,12740.0,1886.0,0,0,1
2025-10-15 13:38:49+00:00,2025-10-15 13:38:49,logout,user047,10.0.0.64,2025-10-15,13,38,2,0,10.0.0.64,1,15,13,5,1886.0,87637.0,0,0,1
2025-10-16 13:59:26+00:00,2025-10-16 13:59:26,login,user103,10.0.0.64,2025-10-16,13,59,3,0,10.0.0.64,1,15,13,5,87637.0,6294.0,0,0,1
2025-10-16 15:44:20+00:00,2025-10-16 15:44:20,logout,user023,10.0.0.64,2025-10-16,15,44,3,0,10.0.0.64,1,15,13,2,6294.0,192995.0,0,0,0
2025-10-18 21:20:55+00:00,2025-10-18 21:20:55,login,user117,10.0.0.64,2025-10-18,21,20,5,1,10.0.0.64,1,15,13,2,192995.0,44329.0,0,0,0
2025-10-19 09:39:44+00:00,2025-10-19 09:39:44,download,user071,10.0.0.64,2025-10-19,9,39,6,1,10.0.0.64,1,15,13,2,44329.0,1326.0,0,0,1
2025-10-19 10:01:50+00:00,2025-10-19 10:01:50,upload,user028,10.0.0.64,2025-10-19,10,1,6,1,10.0.0.64,1,15,13,1,1326.0,6319.0,0,0,1
2025-10-19 11:47:09+00:00,2025-10-19 11:47:09,logout,user015,10.0.0.64,2025-10-19,11,47,6,1,10.0.0.64,1,15,13,2,6319.0,83829.0,0,0,0
2025-10-20 11:04:18+00:00,2025-10-20 11:04:18,logout,user033,10.0.0.64,2025-10-20,11,4,0,0,10.0.0.64,1,15,13,2,83829.0,6676.0,0,0,0
2025-10-20 12:55:34+00:00,2025-10-20 12:55:34,login,user040,10.0.0.64,2025-10-20,12,55,0,0,10.0.0.64,1,15,13,1,6676.0,537.0,0,1,0
2025-10-20 13:04:31+00:00,2025-10-20 13:04:31,download,user023,10.0.0.64,2025-10-20,13,4,0,0,10.0.0.64,1,15,13,5,537.0,8109.0,1,0,1
2025-10-20 15:19:40+00:00,2025-10-20 15:19:40,logout,user064,10.0.0.64,2025-10-20,15,19,0,0,10.0.0.64,1,15,13,2,8109.0,108087.0,0,0,0
2025-10-21 21:21:07+00:00,2025-10-21 21:21:07,login,user023,10.0.0.64,2025-10-21,21,21,1,0,10.0.0.64,1,15,13,2,108087.0,58246.0,0,0,0
2025-10-22 13:31:53+00:00,2025-10-22 13:31:53,view,user114,10.0.0.64,2025-10-22,13,31,2,0,10.0.0.64,1,15,13,5,58246.0,0.0,0,0,1
2025-10-15 12:44:17+00:00,2025-10-15 12:44:17,download,user021,10.0.0.65,2025-10-15,12,44,2,0,10.0.0.65,1,18,16,1,0.0,2550.0,0,0,0
2025-10-15 13:26:47+00:00,2025-10-15 13:26:47,file_access,user073,10.0.0.65,2025-10-15,13,26,2,0,10.0.0.65,1,18,16,3,2550.0,71684.0,0,0,1
2025-10-16 09:21:31+00:00,2025-10-16 09:21:31,view,user122,10.0.0.65,2025-10-16,9,21,3,0,10.0.0.65,1,18,16,5,71684.0,17195.0,0,0,1
2025-10-16 14:08:06+00:00,2025-10-16 14:08:06,upload,user045,10.0.0.65,2025-10-16,14,8,3,0,10.0.0.65,1,18,16,1,17195.0,12990.0,0,0,0
2025-10-16 17:44:36+00:00,2025-10-16 17:44:36,login,user142,10.0.0.65,2025-10-16,17,44,3,0,10.0.0.65,1,18,16,3,12990.0,144019.0,0,0,0
2025-10-18 09:44:55+00:00,2025-10-18 09:44:55,logout,user015,10.0.0.65,2025-10-18,9,44,5,1,10.0.0.65,1,18,16,5,144019.0,13270.0,0,0,1
2025-10-18 13:26:05+00:00,2025-10-18 13:26:05,login,user032,10.0.0.65,2025-10-18,13,26,5,1,10.0.0.65,1,18,16,3,13270.0,49502.0,0,0,1
2025-10-19 03:11:07+00:00,2025-10-19 03:11:07,login,user030,10.0.0.65,2025-10-19,3,11,6,1,10.0.0.65,1,18,16,1,49502.0,20646.0,0,0,0
2025-10-19 08:55:13+00:00,2025-10-19 08:55:13,logout,user085,10.0.0.65,2025-10-19,8,55,6,1,10.0.0.65,1,18,16,1,20646.0,1794.0,0,0,0
2025-10-19 09:25:07+00:00,2025-10-19 09:25:07,login,user041,10.0.0.65,2025-10-19,9,25,6,1,10.0.0.65,1,18,16,5,1794.0,28631.0,0,0,1
2025-10-19 17:22:18+00:00,2025-10-19 17:22:18,download,user005,10.0.0.65,2025-10-19,17,22,6,1,10.0.0.65,1,18,16,3,28631.0,57559.0,0,0,0
2025-10-20 09:21:37+00:00,2025-10-20 09:21:37,file_access,user045,10.0.0.65,2025-10-20,9,21,0,0,10.0.0.65,1,18,16,5,57559.0,648.0,0,0,1
2025-10-20 09:32:25+00:00,2025-10-20 09:32:25,download,user096,10.0.0.65,2025-10-20,9,32,0,0,10.0.0.65,1,18,16,5,648.0,8047.0,0,0,1
2025-10-20 11:46:32+00:00,2025-10-20 11:46:32,view,user087,10.0.0.65,2025-10-20,11,46,0,0,10.0.0.65,1,18,16,1,8047.0,14040.0,0,0,0
2025-10-20 15:40:32+00:00,2025-10-20 15:40:32,view,user039,10.0.0.65,2025-10-20,15,40,0,0,10.0.0.65,1,18,16,2,14040.0,93965.0,0,0,0
2025-10-21 17:46:37+00:00,2025-10-21 17:46:37,admin,user041,10.0.0.65,2025-10-21,17,46,1,0,10.0.0.65,1,18,16,3,93965.0,72418.0,0,0,0
2025-10-22 13:53:35+00:00,2025-10-22 13:53:35,download,user086,10.0.0.65,2025-10-22,13,53,2,0,10.0.0.65,1,18,16,3,72418.0,4963.0,0,0,1
2025-10-22 15:16:18+00:00,2025-10-22 15:16:18,logout,user034,10.0.0.65,2025-10-22,15,16,2,0,10.0.0.65,1,18,16,2,4963.0,0.0,0,0,0
2025-10-15 09:09:34+00:00,2025-10-15 09:09:34,logout,user041,10.0.0.66,2025-10-15,9,9,2,0,10.0.0.66,1,16,16,1,0.0,17644.0,0,0,1
2025-10-15 14:03:38+00:00,2025-10-15 14:03:38,download,user002,10.0.0.66,2025-10-15,14,3,2,0,10.0.0.66,1,16,16,2,17644.0,14499.0,0,0,0
2025-10-15 18:05:17+00:00,2025-10-15 18:05:17,login,user054,10.0.0.66,2025-10-15,18,5,2,0,10.0.0.66,1,16,16,3,14499.0,50749.0,0,0,0
2025-10-16 08:11:06+00:00,2025-10-16 08:11:06,file_access,user100,10.0.0.66,2025-10-16,8,11,3,0,10.0.0.66,1,16,16,5,50749.0,96877.0,0,0,0
2025-10-17 11:05:43+00:00,2025-10-17 11:05:43,logout,user120,10.0.0.66,2025-10-17,11,5,4,0,10.0.0.66,1,16,16,1,96877.0,164535.0,0,0,0
2025-10-19 08:47:58+00:00,2025-10-19 08:47:58,login,user111,10.0.0.66,2025-10-19,8,47,6,1,10.0.0.66,1,16,16,5,164535.0,85992.0,0,0,0
2025-10-20 08:41:10+00:00,2025-10-20 08:41:10,view,user089,10.0.0.66,2025-10-20,8,41,0,0,10.0.0.66,1,16,16,5,85992.0,19874.0,0,0,0
2025-10-20 14:12:24+00:00,2025-10-20 14:12:24,logout,user124,10.0.0.66,2025-10-20,14,12,0,0,10.0.0.66,1,16,16,2,19874.0,14977.0,0,0,0
2025-10-20 18:22:01+00:00,2025-10-20 18:22:01,login,user132,10.0.0.66,2025-10-20,18,22,0,0,10.0.0.66,1,16,16,3,14977.0,65.0,0,1,0
2025-10-20 18:23:06+00:00,2025-10-20 18:23:06,file_access,user019,10.0.0.66,2025-10-20,18,23,0,0,10.0.0.66,1,16,16,3,65.0,3699.0,1,0,0
2025-10-20 19:24:45+00:00,2025-10-20 19:24:45,login,user023,10.0.0.66,2025-10-20,19,24,0,0,10.0.0.66,1,16,16,1,3699.0,47859.0,0,0,0
2025-10-21 08:42:24+00:00,2025-10-21 08:42:24,logout,user074,10.0.0.66,2025-10-21,8,42,1,0,10.0.0.66,1,16,16,5,47859.0,16046.0,0,0,0
2025-10-21 13:09:50+00:00,2025-10-21 13:09:50,login,user068,10.0.0.66,2025-10-21,13,9,1,0,10.0.0.66,1,16,16,1,16046.0,11915.0,0,0,1
2025-10-21 16:28:25+00:00,2025-10-21 16:28:25,logout,user047,10.0.0.66,2025-10-21,16,28,1,0,10.0.0.66,1,16,16,1,11915.0,53816.0,0,0,0
2025-10-22 07:25:21+00:00,2025-10-22 07:25:21,login,user149,10.0.0.66,2025-10-22,7,25,2,0,10.0.0.66,1,16,16,1,53816.0,3766.0,0,0,0
2025-10-22 08:28:07+00:00,2025-10-22 08:28:07,password_change,user016,10.0.0.66,2025-10-22,8,28,2,0,10.0.0.66,1,16,16,5,3766.0,0.0,0,0,0
2025-10-16 15:51:09+00:00,2025-10-16 15:51:09,password_change,user104,10.0.0.67,2025-10-16,15,51,3,0,10.0.0.67,1,14,14,2,0.0,3906.0,0,0,0
2025-10-16 16:56:15+00:00,2025-10-16 16:56:15,login,user001,10.0.0.67,2025-10-16,16,56,3,0,10.0.0.67,1,14,14,1,3906.0,28022.0,0,0,0
2025-10-17 00:43:17+00:00,2025-10-17 00:43:17,login,user013,10.0.0.67,2025-10-17,0,43,4,0,10.0.0.67,1,14,14,1,28022.0,27430.0,0,0,0
2025-10-17 08:20:27+00:00,2025-10-17 08:20:27,logout,user099,10.0.0.67,2025-10-17,8,20,4,0,10.0.0.67,1,14,14,2,27430.0,12993.0,0,0,0
2025-10-17 11:57:00+00:00,2025-10-17 11:57:00,logout,user123,10.0.0.67,2025-10-17,11,57,4,0,10.0.0.67,1,14,14,1,12993.0,176293.0,0,0,0
2025-10-19 12:55:13+00:00,2025-10-19 12:55:13,error,user101,10.0.0.67,2025-10-19,12,55,6,1,10.0.0.67,1,14,14,1,176293.0,75213.0,0,0,0
2025-10-20 09:48:46+00:00,2025-10-20 09:48:46,login,user010,10.0.0.67,2025-10-20,9,48,0,0,10.0.0.67,1,14,14,2,75213.0,1648.0,0,0,1
2025-10-20 10:16:14+00:00,2025-10-20 10:16:14,logout,user038,10.0.0.67,2025-10-20,10,16,0,0,10.0.0.67,1,14,14,1,1648.0,34749.0,0,0,1
2025-10-20 19:55:23+00:00,2025-10-20 19:55:23,password_change,user135,10.0.0.67,2025-10-20,19,55,0,0,10.0.0.67,1,14,14,1,34749.0,32080.0,0,0,0
2025-10-21 04:50:03+00:00,2025-10-21 04:50:03,view,user133,10.0.0.67,2025-10-21,4,50,1,0,10.0.0.67,1,14,14,1,32080.0,44823.0,0,0,0
2025-10-21 17:17:06+00:00,2025-10-21 17:17:06,login,user019,10.0.0.67,2025-10-21,17,17,1,0,10.0.0.67,1,14,14,1,44823.0,55876.0,0,0,0
2025-10-22 08:48:22+00:00,2025-10-22 08:48:22,login,user094,10.0.0.67,2025-10-22,8,48,2,0,10.0.0.67,1,14,14,2,55876.0,4092.0,0,0,0
2025-10-22 09:56:34+00:00,2025-10-22 09:56:34,admin,user069,10.0.0.67,2025-10-22,9,56,2,0,10.0.0.67,1,14,14,2,4092.0,19362.0,0,0,1
2025-10-22 15:19:16+00:00,2025-10-22 15:19:16,login,user131,10.0.0.67,2025-10-22,15,19,2,0,10.0.0.67,1,14,14,2,19362.0,0.0,0,0,0
2025-10-15 09:39:03+00:00,2025-10-15 09:39:03,download,user068,10.0.0.68,2025-10-15,9,39,2,0,10.0.0.68,1,16,16,3,0.0,10481.0,0,0,1
2025-10-15 12:33:44+00:00,2025-10-15 12:33:44,download,user032,10.0.0.68,2025-10-15,12,33,2,0,10.0.0.68,1,16,16,3,10481.0,7766.0,0,0,0
2025-10-15 14:43:10+00:00,2025-10-15 14:43:10,download,user146,10.0.0.68,2025-10-15,14,43,2,0,10.0.0.68,1,16,16,1,7766.0,164336.0,0,0,0
2025-10-17 12:22:06+00:00,2025-10-17 12:22:06,login,user084,10.0.0.68,2025-10-17,12,22,4,0,10.0.0.68,1,16,16,3,164336.0,10422.0,0,0,0
2025-10-17 15:15:48+00:00,2025-10-17 15:15:48,logout,user130,10.0.0.68,2025-10-17,15,15,4,0,10.0.0.68,1,16,16,3,10422.0,61541.0,0,0,0
2025-10-18 08:21:29+00:00,2025-10-18 08:21:29,logout,user053,10.0.0.68,2025-10-18,8,21,5,1,10.0.0.68,1,16,16,1,61541.0,25970.0,0,0,0
2025-10-18 15:34:19+00:00,2025-10-18 15:34:19,view,user113,10.0.0.68,2025-10-18,15,34,5,1,10.0.0.68,1,16,16,3,25970.0,68798.0,0,0,0
2025-10-19 10:40:57+00:00,2025-10-19 10:40:57,file_access,user002,10.0.0.68,2025-10-19,10,40,6,1,10.0.0.68,1,16,16,1,68798.0,3593.0,0,0,1
2025-10-19 11:40:50+00:00,2025-10-19 11:40:50,login,user100,10.0.0.68,2025-10-19,11,40,6,1,10.0.0.68,1,16,16,2,3593.0,1165.0,0,0,0
2025-10-19 12:00:15+00:00,2025-10-19 12:00:15,login,user038,10.0.0.68,2025-10-19,12,0,6,1,10.0.0.68,1,16,16,3,1165.0,78052.0,0,0,0
2025-10-20 09:41:07+00:00,2025-10-20 09:41:07,upload,user047,10.0.0.68,2025-10-20,9,41,0,0,10.0.0.68,1,16,16,3,78052.0,720.0,0,0,1
2025-10-20 09:53:07+00:00,2025-10-20 09:53:07,login,user114,10.0.0.68,2025-10-20,9,53,0,0,10.0.0.68,1,16,16,3,720.0,105219.0,0,0,1
2025-10-21 15:06:46+00:00,2025-10-21 15:06:46,download,user064,10.0.0.68,2025-10-21,15,6,1,0,10.0.0.68,1,16,16,3,105219.0,11773.0,0,0,0
2025-10-21 18:22:59+00:00,2025-10-21 18:22:59,view,user082,10.0.0.68,2025-10-21,18,22,1,0,10.0.0.68,1,16,16,1,11773.0,62798.0,0,0,0
2025-10-22 11:49:37+00:00,2025-10-22 11:49:37,logout,user079,10.0.0.68,2025-10-22,11,49,2,0,10.0.0.68,1,16,16,2,62798.0,20431.0,0,0,0
2025-10-22 17:30:08+00:00,2025-10-22 17:30:08,view,alice,10.0.0.68,2025-10-22,17,30,2,0,10.0.0.68,1,16,16,1,20431.0,0.0,0,0,0
2025-10-15 11:28:08+00:00,2025-10-15 11:28:08,download,user099,10.0.0.69,2025-10-15,11,28,2,0,10.0.0.69,1,19,17,2,0.0,1978.0,0,0,0
2025-10-15 12:01:06+00:00,2025-10-15 12:01:06,login,user067,10.0.0.69,2025-10-15,12,1,2,0,10.0.0.69,1,19,17,3,1978.0,24813.0,0,0,0
2025-10-15 18:54:39+00:00,2025-10-15 18:54:39,logout,user097,10.0.0.69,2025-10-15,18,54,2,0,10.0.0.69,1,19,17,1,24813.0,16897.0,0,0,0
2025-10-15 23:36:16+00:00,2025-10-15 23:36:16,logout,user013,10.0.0.69,2025-10-15,23,36,2,0,10.0.0.69,1,19,17,1,16897.0,31931.0,0,0,0
2025-10-16 08:28:27+00:00,2025-10-16 08:28:27,password_change,user007,10.0.0.69,2025-10-16,8,28,3,0,10.0.0.69,1,19,17,2,31931.0,20826.0,0,0,0
2025-10-16 14:15:33+00:00,2025-10-16 14:15:33,download,user047,10.0.0.69,2025-10-16,14,15,3,0,10.0.0.69,1,19,17,2,20826.0,121811.0,0,0,0
2025-10-18 00:05:44+00:00,2025-10-18 00:05:44,logout,user028,10.0.0.69,2025-10-18,0,5,5,1,10.0.0.69,1,19,17,1,121811.0,49187.0,0,0,0
2025-10-18 13:45:31+00:00,2025-10-18 13:45:31,upload,user072,10.0.0.69,2025-10-18,13,45,5,1,10.0.0.69,1,19,17,1,49187.0,64747.0,0,0,1
2025-10-19 07:44:38+00:00,2025-10-19 07:44:38,upload,user084,10.0.0.69,2025-10-19,7,44,6,1,10.0.0.69,1,19,17,1,64747.0,17068.0,0,0,0
2025-10-19 12:29:06+00:00,2025-10-19 12:29:06,password_change,user011,10.0.0.69,2025-10-19,12,29,6,1,10.0.0.69,1,19,17,3,17068.0,12113.0,0,0,0
2025-10-19 15:50:59+00:00,2025-10-19 15:50:59,view,user067,10.0.0.69,2025-10-19,15,50,6,1,10.0.0.69,1,19,17,1,12113.0,80026.0,0,0,0
2025-10-20 14:04:45+00:00,2025-10-20 14:04:45,file_access,user041,10.0.0.69,2025-10-20,14,4,0,0,10.0.0.69,1,19,17,2,80026.0,64834.0,0,0,0
2025-10-21 08:05:19+00:00,2025-10-21 08:05:19,download,user051,10.0.0.69,2025-10-21,8,5,1,0,10.0.0.69,1,19,17,2,64834.0,6902.0,0,0,0
2025-10-21 10:00:21+00:00,2025-10-21 10:00:21,login,user105,10.0.0.69,2025-10-21,10,0,1,0,10.0.0.69,1,19,17,1,6902.0,5460.0,0,0,1
2025-10-21 11:31:21+00:00,2025-10-21 11:31:21,logout,user097,10.0.0.69,2025-10-21,11,31,1,0,10.0.0.69,1,19,17,2,5460.0,16271.0,0,0,0
2025-10-21 16:02:32+00:00,2025-10-21 16:02:32,download,user098,10.0.0.69,2025-10-21,16,2,1,0,10.0.0.69,1,19,17,2,16271.0,1217.0,0,0,0
2025-10-21 16:22:49+00:00,2025-10-21 16:22:49,logout,charlie,10.0.0.69,2025-10-21,16,22,1,0,10.0.0.69,1,19,17,2,1217.0,21471.0,0,0,0
2025-10-21 22:20:40+00:00,2025-10-21 22:20:40,logout,user076,10.0.0.69,2025-10-21,22,20,1,0,10.0.0.69,1,19,17,1,21471.0,49464.0,0,0,0
2025-10-22 12:05:04+00:00,2025-10-22 12:05:04,file_access,user043,10.0.0.69,2025-10-22,12,5,2,0,10.0.0.69,1,19,17,3,49464.0,0.0,0,0,0
2025-10-15 10:43:05+00:00,2025-10-15 10:43:05,logout,user031,10.0.0.7,2025-10-15,10,43,2,0,10.0.0.7,1,15,14,1,0.0,78796.0,0,0,1
2025-10-16 08:36:21+00:00,2025-10-16 08:36:21,upload,user054,10.0.0.7,2025-10-16,8,36,3,0,10.0.0.7,1,15,14,1,78796.0,17342.0,0,0,0
2025-10-16 13:25:23+00:00,2025-10-16 13:25:23,logout,user062,10.0.0.7,2025-10-16,13,25,3,0,10.0.0.7,1,15,14,3,17342.0,18041.0,0,0,1
2025-10-16 18:26:04+00:00,2025-10-16 18:26:04,login,user051,10.0.0.7,2025-10-16,18,26,3,0,10.0.0.7,1,15,14,2,18041.0,53238.0,0,0,0
2025-10-17 09:13:22+00:00,2025-10-17 09:13:22,login,bob,10.0.0.7,2025-10-17,9,13,4,0,10.0.0.7,1,15,14,1,53238.0,113501.0,0,0,1
2025-10-18 16:45:03+00:00,2025-10-18 16:45:03,logout,user063,10.0.0.7,2025-10-18,16,45,5,1,10.0.0.7,1,15,14,1,113501.0,74104.0,0,0,0
2025-10-19 13:20:07+00:00,2025-10-19 13:20:07,logout,user052,10.0.0.7,2025-10-19,13,20,6,1,10.0.0.7,1,15,14,3,74104.0,93019.0,0,0,1
2025-10-20 15:10:26+00:00,2025-10-20 15:10:26,logout,jenny,10.0.0.7,2025-10-20,15,10,0,0,10.0.0.7,1,15,14,3,93019.0,258.0,0,1,0
2025-10-20 15:14:44+00:00,2025-10-20 15:14:44,password_change,user066,10.0.0.7,2025-10-20,15,14,0,0,10.0.0.7,1,15,14,3,258.0,19502.0,1,0,0
2025-10-20 20:39:46+00:00,2025-10-20 20:39:46,login,user148,10.0.0.7,2025-10-20,20,39,0,0,10.0.0.7,1,15,14,1,19502.0,56896.0,0,0,0
2025-10-21 12:28:02+00:00,2025-10-21 12:28:02,upload,user025,10.0.0.7,2025-10-21,12,28,1,0,10.0.0.7,1,15,14,2,56896.0,85405.0,0,0,0
2025-10-22 12:11:27+00:00,2025-10-22 12:11:27,login,user103,10.0.0.7,2025-10-22,12,11,2,0,10.0.0.7,1,15,14,2,85405.0,3183.0,0,0,0
2025-10-22 13:04:30+00:00,2025-10-22 13:04:30,logout,user025,10.0.0.7,2025-10-22,13,4,2,0,10.0.0.7,1,15,14,3,3183.0,7687.0,0,0,1
